Index  Elem    Ion     Freq(ev)    Wavelength(A)
14760   N        IV  3.873297E+00  3.201000E+03
14761   K         I  3.852835E+00  3.218000E+03
14762   O         V  3.830221E+00  3.237000E+03
14763   Ti       II  3.829038E+00  3.238000E+03
14764   Li        I  3.820778E+00  3.245000E+03
14765   Cu        I  3.806701E+00  3.257000E+03
14766   O       III  3.797373E+00  3.265000E+03
14767   Sc        I  3.789250E+00  3.272000E+03
14768   Ni        I  3.743486E+00  3.312000E+03
14769   O       III  3.726608E+00  3.327000E+03
14770   Al      XII  3.716554E+00  3.336000E+03
14771   O        IV  3.699918E+00  3.351000E+03
14772   Ti       II  3.683430E+00  3.366000E+03
14773   Sc       II  3.680150E+00  3.369000E+03
14774   Na        I  3.663837E+00  3.384000E+03
14775   C       III  3.662755E+00  3.385000E+03
14776   O        IV  3.636968E+00  3.409000E+03
14777   S        XV  3.636968E+00  3.409000E+03
14778   C       III  3.630578E+00  3.415000E+03
14779   N       III  3.615755E+00  3.429000E+03
14780   O        VI  3.610491E+00  3.434000E+03
14781   Co        I  3.604193E+00  3.440000E+03
14782   He        I  3.595831E+00  3.448000E+03
14783   K         I  3.595831E+00  3.448000E+03
14784   Fe        I  3.586469E+00  3.457000E+03
14785   N        IV  3.584396E+00  3.459000E+03
14786   N        IV  3.561742E+00  3.481000E+03
14787   Ni        I  3.561742E+00  3.481000E+03
14788   O        IV  3.551540E+00  3.491000E+03
14789   C         V  3.515289E+00  3.527000E+03
14790   O        IV  3.493498E+00  3.549000E+03
14791   O        IV  3.488583E+00  3.554000E+03
14792   Co        I  3.475869E+00  3.567000E+03
14793   Sc       II  3.467121E+00  3.576000E+03
14794   Cr        I  3.452638E+00  3.591000E+03
14795   Sc       VI  3.451677E+00  3.592000E+03
14796   C       III  3.441139E+00  3.603000E+03
14797   He        I  3.430665E+00  3.614000E+03
14798   Sc       II  3.417427E+00  3.628000E+03
14799   Ti        I  3.399623E+00  3.647000E+03
14800   Ti        I  3.373721E+00  3.675000E+03
14801   Mg       XI  3.362741E+00  3.687000E+03
14802   Ca      VII  3.361829E+00  3.688000E+03
14803   Be      III  3.332014E+00  3.721000E+03
14804   O        IV  3.332014E+00  3.721000E+03
14805   Be      III  3.331119E+00  3.722000E+03
14806   Be      III  3.330224E+00  3.723000E+03
14807   Fe        I  3.324866E+00  3.729000E+03
14808   O        II  3.318636E+00  3.736000E+03
14809   Ti        I  3.311545E+00  3.744000E+03
14810   P       XIV  3.307128E+00  3.749000E+03
14811   O       III  3.295700E+00  3.762000E+03
14812   O       III  3.294824E+00  3.763000E+03
14813   O        IV  3.267903E+00  3.794000E+03
14814   O        IV  3.263602E+00  3.799000E+03
14815   O        II  3.262743E+00  3.800000E+03
14816   V         I  3.229597E+00  3.839000E+03
14817   O        II  3.206213E+00  3.867000E+03
14818   He        I  3.206213E+00  3.867000E+03
14819   Zn     XXIX  3.202072E+00  3.872000E+03
14820   Li       II  3.196294E+00  3.879000E+03
14821   V         I  3.194647E+00  3.881000E+03
14822   O       III  3.193824E+00  3.882000E+03
14823   Fe        I  3.192179E+00  3.884000E+03
14824   C       III  3.188895E+00  3.888000E+03
14825   Fe        V  3.185618E+00  3.892000E+03
14826   Ni    XXVII  3.185618E+00  3.892000E+03
14827   Sc        I  3.169331E+00  3.912000E+03
14828   C       III  3.157225E+00  3.927000E+03
14829   Sc      III  3.152409E+00  3.933000E+03
14830   O         I  3.141227E+00  3.947000E+03
14831   Al        I  3.133289E+00  3.957000E+03
14832   Ti        I  3.105040E+00  3.993000E+03
14833   Cl      XVI  3.101157E+00  3.998000E+03
14834   N       III  3.098057E+00  4.002000E+03
14835   Na        V  3.086489E+00  4.017000E+03
14836   Sc        I  3.081885E+00  4.023000E+03
14837   N        II  3.079589E+00  4.026000E+03
14838   Mn        I  3.073482E+00  4.034000E+03
14839   O        IV  3.073482E+00  4.034000E+03
14840   N        II  3.068158E+00  4.041000E+03
14841   K         I  3.064366E+00  4.046000E+03
14842   O        II  3.060584E+00  4.051000E+03
14843   C       III  3.047045E+00  4.069000E+03
14844   N        IV  3.043305E+00  4.074000E+03
14845   S        II  3.043305E+00  4.074000E+03
14846   O        II  3.042558E+00  4.075000E+03
14847   O        II  3.028438E+00  4.094000E+03
14848   Na        X  3.023269E+00  4.101000E+03
14849   N       III  3.016648E+00  4.110000E+03
14850   O        II  3.015914E+00  4.111000E+03
14851   Fe       II  3.013715E+00  4.114000E+03
14852   He        I  3.008596E+00  4.121000E+03
14853   Si     XIII  3.007866E+00  4.122000E+03
14854   N        IV  3.006407E+00  4.124000E+03
14855   C        II  2.993342E+00  4.142000E+03
14856   He        I  2.991898E+00  4.144000E+03
14857   Fe      XXV  2.989733E+00  4.147000E+03
14858   O        II  2.986133E+00  4.152000E+03
14859   C       III  2.981107E+00  4.159000E+03
14860   Zn     XXIX  2.976813E+00  4.165000E+03
14861   He        I  2.973956E+00  4.169000E+03
14862   N        II  2.968971E+00  4.176000E+03
14863   Fe       II  2.968261E+00  4.177000E+03
14864   Fe       II  2.966840E+00  4.179000E+03
14865   C       III  2.961171E+00  4.187000E+03
14866   O        II  2.960464E+00  4.188000E+03
14867   N       III  2.952006E+00  4.200000E+03
14868   Fe       II  2.944295E+00  4.211000E+03
14869   Ca        I  2.932456E+00  4.228000E+03
14870   Zn     XXIX  2.926918E+00  4.236000E+03
14871   N        II  2.924847E+00  4.239000E+03
14872   Fe       II  2.921401E+00  4.244000E+03
14873   Fe       II  2.920712E+00  4.245000E+03
14874   K        XI  2.917276E+00  4.250000E+03
14875   C        II  2.905654E+00  4.267000E+03
14876   Cr        I  2.902932E+00  4.271000E+03
14877   He        I  2.899538E+00  4.276000E+03
14878   Fe       II  2.898860E+00  4.277000E+03
14879   O        II  2.898182E+00  4.278000E+03
14880   N        IV  2.890076E+00  4.290000E+03
14881   O        II  2.887383E+00  4.294000E+03
14882   Fe       II  2.883355E+00  4.300000E+03
14883   C       III  2.882684E+00  4.301000E+03
14884   Fe       II  2.879337E+00  4.306000E+03
14885   Fe       II  2.873997E+00  4.314000E+03
14886   Fe       II  2.870006E+00  4.320000E+03
14887   C       III  2.866025E+00  4.326000E+03
14888   C       III  2.863377E+00  4.330000E+03
14889   O        II  2.857438E+00  4.339000E+03
14890   O        II  2.856122E+00  4.341000E+03
14891   O        II  2.855464E+00  4.342000E+03
14892   O        IV  2.854149E+00  4.344000E+03
14893   Fe       II  2.852180E+00  4.347000E+03
14894   O        II  2.850213E+00  4.350000E+03
14895   Fe       II  2.848248E+00  4.353000E+03
14896   Fe       II  2.844980E+00  4.358000E+03
14897   Fe       II  2.844328E+00  4.359000E+03
14898   C       III  2.836519E+00  4.371000E+03
14899   Fe       II  2.835870E+00  4.372000E+03
14900   N       III  2.831337E+00  4.379000E+03
14901   He        I  2.825530E+00  4.388000E+03
14902   S        XV  2.821671E+00  4.394000E+03
14903   C       III  2.821029E+00  4.395000E+03
14904   Ar      XIV  2.809523E+00  4.413000E+03
14905   Fe       II  2.808886E+00  4.414000E+03
14906   Fe       II  2.807614E+00  4.416000E+03
14907   C       III  2.799373E+00  4.429000E+03
14908   O       III  2.795586E+00  4.435000E+03
14909   N        II  2.795586E+00  4.435000E+03
14910   He        I  2.793696E+00  4.438000E+03
14911   Fe       II  2.781163E+00  4.458000E+03
14912   O         V  2.778047E+00  4.463000E+03
14913   Fe       II  2.770598E+00  4.475000E+03
14914   N       III  2.768742E+00  4.478000E+03
14915   O        II  2.761957E+00  4.489000E+03
14916   B        IV  2.760727E+00  4.491000E+03
14917   O        IV  2.760112E+00  4.492000E+03
14918   Fe       II  2.759498E+00  4.493000E+03
14919   O         V  2.758884E+00  4.494000E+03
14920   Li      III  2.756431E+00  4.498000E+03
14921   O         V  2.756431E+00  4.498000E+03
14922   N       III  2.750316E+00  4.508000E+03
14923   N        IV  2.747269E+00  4.513000E+03
14924   Fe       II  2.746052E+00  4.515000E+03
14925   N        II  2.736959E+00  4.530000E+03
14926   O        IV  2.730329E+00  4.541000E+03
14927   C       III  2.729127E+00  4.543000E+03
14928   N        II  2.723731E+00  4.552000E+03
14929   Al      XII  2.714191E+00  4.568000E+03
14930   Fe      III  2.710631E+00  4.574000E+03
14931   O       III  2.702948E+00  4.587000E+03
14932   V         I  2.701182E+00  4.590000E+03
14933   C       III  2.699417E+00  4.593000E+03
14934   O        II  2.699417E+00  4.593000E+03
14935   Ne       IX  2.696482E+00  4.598000E+03
14936   N        IV  2.691799E+00  4.606000E+03
14937   O        II  2.691214E+00  4.607000E+03
14938   Fe      III  2.690630E+00  4.608000E+03
14939   C        II  2.684223E+00  4.619000E+03
14940   O        IV  2.676689E+00  4.632000E+03
14941   N        IV  2.672074E+00  4.640000E+03
14942   N       III  2.671498E+00  4.641000E+03
14943   C       III  2.666901E+00  4.649000E+03
14944   O        II  2.665755E+00  4.651000E+03
14945   Fe      III  2.661177E+00  4.659000E+03
14946   C        IV  2.661177E+00  4.659000E+03
14947   C       III  2.659465E+00  4.662000E+03
14948   Fe      III  2.656046E+00  4.668000E+03
14949   P        II  2.655478E+00  4.669000E+03
14950   N        IV  2.651502E+00  4.676000E+03
14951   N        II  2.650369E+00  4.678000E+03
14952   N        IV  2.649236E+00  4.680000E+03
14953   Fe      III  2.636841E+00  4.702000E+03
14954   N        IV  2.634599E+00  4.706000E+03
14955   N        IV  2.634040E+00  4.707000E+03
14956   N        IV  2.633480E+00  4.708000E+03
14957   He        I  2.630686E+00  4.713000E+03
14958   Fe      III  2.630128E+00  4.714000E+03
14959   C       III  2.627898E+00  4.718000E+03
14960   N        II  2.624561E+00  4.724000E+03
14961   Fe       II  2.622340E+00  4.728000E+03
14962   Fe      III  2.619017E+00  4.734000E+03
14963   P        II  2.617358E+00  4.737000E+03
14964   N        IV  2.612945E+00  4.745000E+03
14965   Fe      III  2.607450E+00  4.755000E+03
14966   N        IV  2.606354E+00  4.757000E+03
14967   Fe      III  2.599250E+00  4.770000E+03
14968   Sc        I  2.598706E+00  4.771000E+03
14969   Fe       II  2.596529E+00  4.775000E+03
14970   Fe      III  2.594898E+00  4.778000E+03
14971   Fe      III  2.583005E+00  4.800000E+03
14972   N        IV  2.580854E+00  4.804000E+03
14973   Fe      III  2.576028E+00  4.813000E+03
14974   Fe      III  2.575493E+00  4.814000E+03
14975   Fe       II  2.574958E+00  4.815000E+03
14976   Fe      III  2.569622E+00  4.825000E+03
14977   Fe      III  2.565368E+00  4.833000E+03
14978   Fe      III  2.563777E+00  4.836000E+03
14979   P       XIV  2.561658E+00  4.840000E+03
14980   V         I  2.546924E+00  4.868000E+03
14981   Fe      III  2.545878E+00  4.870000E+03
14982   Fe      III  2.540140E+00  4.881000E+03
14983   Fe      III  2.538580E+00  4.884000E+03
14984   Fe       II  2.535465E+00  4.890000E+03
14985   Fe      III  2.533911E+00  4.893000E+03
14986   Fe       II  2.527711E+00  4.905000E+03
14987   O        II  2.523595E+00  4.913000E+03
14988   O         V  2.517958E+00  4.924000E+03
14989   Fe      III  2.517447E+00  4.925000E+03
14990   O         V  2.514893E+00  4.930000E+03
14991   Fe      III  2.514383E+00  4.931000E+03
14992   Fe      III  2.511328E+00  4.937000E+03
14993   Ca      VII  2.509295E+00  4.941000E+03
14994   O         V  2.507265E+00  4.945000E+03
14995   N         V  2.507265E+00  4.945000E+03
14996   Fe       II  2.506251E+00  4.947000E+03
14997   Fe       II  2.504226E+00  4.951000E+03
14998   O         V  2.503721E+00  4.952000E+03
14999   O         V  2.503215E+00  4.953000E+03
15000   Fe      III  2.502710E+00  4.954000E+03
15001   O         V  2.500186E+00  4.959000E+03
15002   C        II  2.499178E+00  4.961000E+03
15003   O         V  2.499178E+00  4.961000E+03
15004   Fe       II  2.493148E+00  4.973000E+03
15005   O         V  2.489144E+00  4.981000E+03
15006   O         V  2.488644E+00  4.982000E+03
15007   Fe      III  2.486648E+00  4.986000E+03
15008   Fe      III  2.485650E+00  4.988000E+03
15009   N        II  2.477208E+00  5.005000E+03
15010   O         V  2.476218E+00  5.007000E+03
15011   Fe      III  2.473748E+00  5.012000E+03
15012   O         V  2.468331E+00  5.023000E+03
15013   Cu   XXVIII  2.467839E+00  5.024000E+03
15014   Fe      III  2.463426E+00  5.033000E+03
15015   He        I  2.456106E+00  5.048000E+03
15016   Sc       VI  2.453190E+00  5.054000E+03
15017   Fe      III  2.449797E+00  5.061000E+03
15018   Fe      III  2.448346E+00  5.064000E+03
15019   Mg       XI  2.443521E+00  5.074000E+03
15020   Fe      III  2.438235E+00  5.085000E+03
15021   Fe      III  2.432495E+00  5.097000E+03
15022   Fe      III  2.425831E+00  5.111000E+03
15023   O         V  2.425357E+00  5.112000E+03
15024   Fe       II  2.425357E+00  5.112000E+03
15025   C        II  2.424883E+00  5.113000E+03
15026   Fe      III  2.424408E+00  5.114000E+03
15027   C       III  2.415434E+00  5.133000E+03
15028   Fe      III  2.412614E+00  5.139000E+03
15029   Fe      III  2.406526E+00  5.152000E+03
15030   Fe       II  2.403261E+00  5.159000E+03
15031   Fe      III  2.401864E+00  5.162000E+03
15032   Co       XI  2.399076E+00  5.168000E+03
15033   Fe       VI  2.394905E+00  5.177000E+03
15034   Fe      III  2.394905E+00  5.177000E+03
15035   Fe      III  2.389827E+00  5.188000E+03
15036   Ti        I  2.385689E+00  5.197000E+03
15037   N        IV  2.380193E+00  5.209000E+03
15038   Fe       II  2.375177E+00  5.220000E+03
15039   Fe      III  2.370636E+00  5.230000E+03
15040   Fe      III  2.358909E+00  5.256000E+03
15041   Fe       II  2.356219E+00  5.262000E+03
15042   C       III  2.355771E+00  5.263000E+03
15043   Fe      VII  2.354876E+00  5.265000E+03
15044   Fe       II  2.353089E+00  5.269000E+03
15045   Fe      III  2.352196E+00  5.271000E+03
15046   Fe       II  2.351304E+00  5.273000E+03
15047   Fe      XXV  2.347742E+00  5.281000E+03
15048   O        VI  2.343305E+00  5.291000E+03
15049   Fe       II  2.340650E+00  5.297000E+03
15050   C       III  2.337121E+00  5.305000E+03
15051   Fe       II  2.324414E+00  5.334000E+03
15052   N       III  2.323978E+00  5.335000E+03
15053   Si     XIII  2.321802E+00  5.340000E+03
15054   Sc        I  2.319196E+00  5.346000E+03
15055   Fe      III  2.314866E+00  5.356000E+03
15056   Fe       II  2.306255E+00  5.376000E+03
15057   Fe      III  2.290914E+00  5.412000E+03
15058   Fe       II  2.282059E+00  5.433000E+03
15059   Fe      III  2.279122E+00  5.440000E+03
15060   Li       II  2.261248E+00  5.483000E+03
15061   Li       II  2.260836E+00  5.484000E+03
15062   Li       II  2.260424E+00  5.485000E+03
15063   N        II  2.256310E+00  5.495000E+03
15064   Fe      VII  2.244465E+00  5.524000E+03
15065   Fe       II  2.243247E+00  5.527000E+03
15066   Ar        X  2.240814E+00  5.533000E+03
15067   O       III  2.217172E+00  5.592000E+03
15068   Ca      VII  2.206125E+00  5.620000E+03
15069   Fe      VII  2.195966E+00  5.646000E+03
15070   Na        X  2.188987E+00  5.664000E+03
15071   N        II  2.183206E+00  5.679000E+03
15072   F      VIII  2.166420E+00  5.723000E+03
15073   Fe       II  2.157373E+00  5.747000E+03
15074   C       III  2.128120E+00  5.826000E+03
15075   Cr      III  2.127389E+00  5.828000E+03
15076   O         V  2.110011E+00  5.876000E+03
15077   Na        I  2.104281E+00  5.892000E+03
15078   Al      XII  2.090092E+00  5.932000E+03
15079   O       VII  2.089740E+00  5.933000E+03
15080   Fe      XXV  2.071237E+00  5.986000E+03
15081   O        IV  2.032529E+00  6.100000E+03
15082   S        XV  2.025225E+00  6.122000E+03
15083   Be      III  2.018630E+00  6.142000E+03
15084   Fe      XXV  2.002330E+00  6.192000E+03
15085   Fe       II  1.999746E+00  6.200000E+03
15086   Sc        I  1.977736E+00  6.269000E+03
15087   Zn     XXIX  1.965820E+00  6.307000E+03
15088   O         I  1.962086E+00  6.319000E+03
15089   Ne       IX  1.940893E+00  6.388000E+03
15090   Fe       II  1.925221E+00  6.440000E+03
15091   O         V  1.910978E+00  6.488000E+03
15092   Cr        V  1.885119E+00  6.577000E+03
15093   C        II  1.884259E+00  6.580000E+03
15094   Mg       XI  1.873440E+00  6.618000E+03
15095   S        II  1.845004E+00  6.720000E+03
15096   C       III  1.839529E+00  6.740000E+03
15097   Li        I  1.838438E+00  6.744000E+03
15098   Cr       IV  1.823030E+00  6.801000E+03
15099   C         I  1.815821E+00  6.828000E+03
15100   Ar       XI  1.792457E+00  6.917000E+03
15101   N       III  1.787031E+00  6.938000E+03
15102   N        VI  1.773484E+00  6.991000E+03
15103   Fe      XIX  1.759390E+00  7.047000E+03
15104   Fe       II  1.732834E+00  7.155000E+03
15105   Fe       II  1.728726E+00  7.172000E+03
15106   C        II  1.714621E+00  7.231000E+03
15107   Cr       IV  1.706127E+00  7.267000E+03
15108   He        I  1.702846E+00  7.281000E+03
15109   O        II  1.691002E+00  7.332000E+03
15110   Cl       IX  1.690541E+00  7.334000E+03
15111   Si     XIII  1.688929E+00  7.341000E+03
15112   Fe       II  1.678184E+00  7.388000E+03
15113   Na        X  1.669372E+00  7.427000E+03
15114   N         I  1.663771E+00  7.452000E+03
15115   Co     XXVI  1.661764E+00  7.461000E+03
15116   F      VIII  1.652022E+00  7.505000E+03
15117   N        IV  1.635245E+00  7.582000E+03
15118   O         V  1.633091E+00  7.592000E+03
15119   C       III  1.631801E+00  7.598000E+03
15120   S       XII  1.629014E+00  7.611000E+03
